date,latitude,longitude,depth_m,temperature_C,salinity,dissolved_inorganic_carbon,alkalinity,pH_insitu,pH_25C
23-01-1997,-74.004,176.98,6,-0.272,34.072,2160.7,2312.3,8.1384,7.7523
23-01-1997,-74.004,176.98,10,-0.295,34.082,2160.4,2310.2,8.1339,7.748
23-01-1997,-74.004,176.98,3,-0.27,34.067,2158.7,2308,8.133,7.7472
25-01-1997,-74.332,-176.01,10,-0.253,33.485,2141.2,2267.7,8.082,7.7008
25-01-1997,-74.332,-176.01,4,-0.263,33.462,2140.5,2269.3,8.089,7.7068
25-01-1997,-74.332,-176.01,3,-0.264,33.463,2140,2267.2,8.0848,7.7029
25-01-1997,-74.332,-176.01,5,-0.244,33.465,2139.9,2266.9,8.0837,7.7023
27-01-1997,-76.503,168.99,3,1.3,34.407,2109.2,2347.7,8.3003,7.9302
27-01-1997,-76.503,168.99,3,1.297,34.406,2109.2,2346.2,8.2977,7.9277
27-01-1997,-76.503,168.99,5,1.284,34.4,2108.9,2348,8.3018,7.9315
27-01-1997,-76.503,168.99,10,1.299,34.4,2106.9,2350.2,8.3092,7.939
29-01-1997,-76.501,174.01,10,0.717,34.313,2053.7,2356.6,8.4285,8.0445
29-01-1997,-76.501,174.01,6,0.712,34.314,2054.5,2354.1,8.4235,8.0395
29-01-1997,-76.501,174.01,6,0.713,34.312,2054,2354.1,8.4243,8.0403
29-01-1997,-76.501,172.01,5,-0.13,34.254,2076.3,2349.7,8.3918,7.9952
29-01-1997,-76.501,172.01,10,-0.131,34.252,2074.3,2345.5,8.3881,7.9917
29-01-1997,-76.501,172.01,4,-0.13,34.255,2073.7,2344,8.387,7.9905
29-01-1997,-76.501,172.01,4,-0.13,34.255,2074.6,2345.7,8.3882,7.9916
29-01-1997,-76.501,174.01,5,0.721,34.313,2055.3,2360.2,8.4316,8.0474
30-01-1997,-76.499,175.99,5,-0.108,34.432,2078,2358.5,8.4007,8.0041
30-01-1997,-76.499,175.99,5,-0.113,34.433,2077.8,2360.5,8.4044,8.0075
30-01-1997,-76.499,175.99,5,-0.114,34.432,2078.7,2360.5,8.4029,8.0061
30-01-1997,-76.499,175.99,10,-0.116,34.433,2078.5,2362.9,8.407,8.0101
31-01-1997,-76.5,178.02,4,-0.206,34.445,2078.1,2361.3,8.4067,8.0082
31-01-1997,-76.5,178.02,4,-0.206,34.444,2079.1,2359.9,8.4026,8.0043
31-01-1997,-76.5,178.02,5,-0.206,34.445,2077.9,2361.2,8.4068,8.0084
31-01-1997,-76.5,178.02,10,-0.206,34.444,2078.2,2363.4,8.4097,8.0113
01-02-1997,-76.5,-178.01,6,-0.442,34.058,2135.9,2323,8.2261,7.832
01-02-1997,-76.5,-178.01,4,-0.439,34.059,2135.1,2319,8.2192,7.8254
01-02-1997,-76.5,-178.01,4,-0.439,34.058,2135.6,2322,8.2246,7.8305
01-02-1997,-76.5,-178.01,10,-0.438,34.058,2135.9,2320.6,8.2206,7.8271
02-02-1997,-75.5,-177.99,4,-0.203,34.092,2132.3,2320.8,8.2253,7.835
02-02-1997,-75.5,-177.99,9,-0.197,34.092,2134.4,2324.5,8.2282,7.838
02-02-1997,-75.5,-177.99,5,-0.201,34.092,2133.1,2321.9,8.226,7.8357
03-02-1997,-76.501,-173.99,5,-0.302,34.017,2105.3,2323,8.292,7.8968
03-02-1997,-77.995,-176.02,3,-0.377,34.001,2081.7,2326.6,8.3491,7.9502
03-02-1997,-77.995,-176.02,5,-0.368,34.001,2081.6,2326.4,8.3487,7.95
03-02-1997,-76.501,-173.99,3,-0.308,34.017,2105.7,2323,8.2913,7.896
04-02-1997,-77.405,175.99,3,-0.515,34.007,2082.5,2326.4,8.3492,7.948
04-02-1997,-77.405,175.99,5,-0.505,34.017,2084.2,2328.2,8.3489,7.948
04-02-1997,-76.501,176,3,-0.254,34.412,2108.5,2354.4,8.3389,7.9421
04-02-1997,-76.501,176,10,-0.25,34.412,2108.5,2353.4,8.3366,7.9404
04-02-1997,-76.501,176,5,-0.249,34.412,2106.9,2353.5,8.3402,7.9436
06-02-1997,-76.18,163.34,3,-1.115,33.281,1993.2,2285.3,8.4659,8.0508
06-02-1997,-76.18,163.34,3,-1.115,33.281,1992.8,2287.7,8.4706,8.0553
06-02-1997,-76.18,163.34,5,-0.817,33.304,1994,2291.2,8.4686,8.0584
06-02-1997,-76.18,163.34,10,-0.65,33.523,2003.5,2303.6,8.4662,8.059
08-02-1997,-76.499,168.99,4,-0.225,34.205,2092.2,2340,8.3469,7.9505
08-02-1997,-76.499,168.99,10,-0.233,34.204,2092,2340.7,8.3486,7.9522
13-02-1997,48.65,-126.66,2,8.55,32.355,2006.6,2238.6,8.2143,7.9616
12-04-1997,-73.968,175.79,5,-1.869,34.284,2192.8,2325.8,8.0821,7.6755
12-04-1997,-73.968,175.79,3,-1.864,34.285,2191.9,2323.4,8.0798,7.6734
12-04-1997,-73.968,175.79,10,-1.882,34.285,2192.5,2322.9,8.1043,7.6959
12-04-1997,-73.968,175.79,3,-1.864,34.285,2193.9,2325.5,8.0815,7.6749
14-04-1997,-76.422,-177.97,2,-1.79,34.288,2201.1,2328.5,8.0938,7.6872
14-04-1997,-76.422,-177.97,2,-1.79,34.289,2202.5,2325.2,8.0622,7.6583
14-04-1997,-76.422,-177.97,5,-1.794,34.288,2201.1,2326.2,8.065,7.6609
14-04-1997,-76.422,-177.97,10,-1.793,34.287,2201,2326.9,8.0895,7.6835
17-04-1997,-76.465,169.06,3,-1.758,34.503,2210.7,2344.2,8.0954,7.689
17-04-1997,-76.465,169.06,10,-1.827,34.503,2210.5,2341.8,8.0972,7.6899
20-04-1997,-77.961,-176.08,2,-1.788,34.371,2205.9,2331.2,8.0867,7.6806
20-04-1997,-77.961,-176.08,2,-1.782,34.373,2206.7,2330.4,8.0565,7.6531
20-04-1997,-77.961,-176.08,5,-1.777,34.373,2208.4,2329.7,8.0754,7.6705
20-04-1997,-77.961,-176.08,10,-1.78,34.372,2207,2332.7,8.0566,7.6535
21-04-1997,-76.464,-178,3,-1.839,34.302,2198.8,2328.2,8.1,7.6922
21-04-1997,-76.464,-178,3,-1.838,34.302,2199.6,2329.7,8.0656,7.6607
21-04-1997,-76.464,-178,5,-1.839,34.302,2197.8,2329.9,8.1071,7.6988
21-04-1997,-76.464,-178,10,-1.839,34.301,2199.6,2327.8,8.0627,7.6583
23-04-1997,-76.488,179.97,5,-1.872,34.434,2209.3,2339.2,8.0993,7.691
23-04-1997,-76.488,179.97,3,-1.867,34.434,2209.7,2330.9,8.0759,7.6696
23-04-1997,-76.488,179.97,10,-1.868,34.435,2209.8,2338,8.0945,7.6869
23-04-1997,-76.49,178,10,-1.823,34.48,2218,2338,8.0538,7.6502
23-04-1997,-76.49,178,5,-1.828,34.478,2217.6,2338.7,8.0735,7.668
23-04-1997,-76.49,178,3,-1.821,34.479,2219.2,2339.2,8.0703,7.6651
23-04-1997,-76.49,178,3,-1.825,34.48,2218.2,2338.6,8.0511,7.6475
24-04-1997,-76.501,176,5,-1.814,34.415,2211.7,2335.6,8.0823,7.6763
24-04-1997,-76.501,176,10,-1.818,34.415,2209.4,2335.2,7.9981,7.6
24-04-1997,-76.501,176,3,-1.816,34.415,2211.3,2335.3,7.9974,7.5991
25-04-1997,-76.507,171.96,10,-1.829,34.561,2225.1,2349.5,8.0632,7.6586
25-04-1997,-76.503,174.11,5,-1.84,34.512,2218.6,2344.1,8.0852,7.6784
25-04-1997,-76.503,174.11,10,-1.832,34.512,2220.9,2342.7,8.0616,7.6572
25-04-1997,-76.507,171.96,3,-1.793,34.56,2224.1,2347.3,8.0585,7.6547
25-04-1997,-76.507,171.96,3,-1.84,34.561,2225.4,2348.5,8.0571,7.6527
25-04-1997,-76.507,171.96,5,-1.836,34.561,2222.3,2346.8,8.0646,7.6597
25-04-1997,-76.503,174.11,3,-1.833,34.513,2219.5,2342,8.077,7.671
25-04-1997,-76.503,174.11,3,-1.831,34.512,2215.5,2343,8.054,7.65
26-04-1997,-76.485,168.96,10,-1.84,34.525,2216.9,2347.2,8.0794,7.6733
26-04-1997,-76.51,170.01,2,-1.856,34.532,2215.6,2346.3,8.081,7.6743
26-04-1997,-76.485,168.96,4,-1.843,34.529,2217.5,2345.3,8.0914,7.6841
26-04-1997,-76.485,168.96,2,-1.842,34.529,2218,2346.8,8.0847,7.6779
26-04-1997,-76.51,170.01,10,-1.856,34.529,2215.1,2339.7,8.0829,7.6764
26-04-1997,-76.51,170.01,5,-1.862,34.531,2214,2345,8.1004,7.6921
28-04-1997,-74.004,176.02,10,-1.868,34.215,2194.2,2318.9,8.0755,7.6697
28-04-1997,-74.004,176.02,5,-1.867,34.217,2194.1,2318.5,8.0888,7.6817
28-04-1997,-74.004,176.02,3,-1.866,34.217,2193.8,2317.8,8.07,7.6644
02-05-1997,-71.089,176.58,5,-1.855,34.176,2190.9,2314.9,8.061,7.6565
04-05-1997,-67.995,175.93,5,-1.848,34.024,2178.5,2305.3,8.0807,7.6748
05-05-1997,-65.017,175.04,5,-0.879,33.903,2170.5,2299.4,8.0631,7.6733
07-06-1997,48.97,-130.66,3,11.87,32.477,1987.8,2178.5,8.0799,7.8822
15-06-1997,49.99,-144.99,1,9.94,32.653,2019.7,2191.3,8.0595,7.8333
30-08-1997,49.28,-134.67,1,16.49,32.499,1946.4,2208.4,8.1526,8.0231
30-08-1997,49.28,-134.67,10,16.5,32.499,1945.2,2230,8.1908,8.0612
23-10-1997,-57.001,-170,1,4.185,34.045,2117.4,2280.9,8.0756,7.7616
23-10-1997,-57.001,-170,10,4.189,34.043,2117.9,2275.5,8.0731,7.7596
23-10-1997,-57.001,-170,10,3.941,34.044,2124.3,2274.5,8.0696,7.7526
27-10-1997,-62.317,-170,10,-1.666,33.879,2164.1,2283.4,8.0672,7.6656
31-10-1997,-60.5,-169,10,-0.058,33.908,2150.3,2279.9,8.0689,7.6916
31-10-1997,-60.5,-169,10,-0.055,33.9,2150.9,2279.8,8.0743,7.6966
06-11-1997,-60.336,-170.01,9,0.865,33.958,2152.8,2285.3,8.0669,7.7036
10-11-1997,37.001,-152,3,18.501,34.05,1979.6,2238.4,8.0919,7.9938
11-11-1997,39.98,154.99,4,14.978,33.985,2003.5,2261,8.141,7.9887
12-11-1997,29.008,-151.99,5.3,23.58,35.321,1989.6,2318,8.1071,8.0858
12-11-1997,31.006,-152,3.5,22.194,35.209,2019.2,2316.9,8.079,8.0367
12-11-1997,27.003,-152,3.3,24.204,35.416,2000.2,2329.3,8.0957,8.0838
13-11-1997,-60.26,-170.46,9,1.765,33.977,2139.6,2278.5,8.0673,7.7176
13-11-1997,39.002,147.02,0,19.65,34.291,1965,2254.8,8.1252,8.044
13-11-1997,39.002,147.02,10,19.955,34.285,1959,2265.4,8.1474,8.071
15-11-1997,23.005,-152,2.6,25.592,35.093,1980.1,2302.3,8.0719,8.081
15-11-1997,44,155,6,9.0969,32.625,2015.2,2217,8.1405,7.8988
16-11-1997,45,160,10,8.876,32.775,2025,2218,8.1214,7.8771
17-11-1997,20,-158,3,27.007,34.89,1955.6,2290.8,8.076,8.1065
17-11-1997,16,-158,2.9,26.769,34.771,1953.6,2289.2,8.082,8.1088
18-11-1997,40.001,160,10,13.806,33.715,2014.4,2259,8.1374,7.9676
19-11-1997,11.999,-158,3.7,27.926,34.622,1950.2,2272.1,8.047,8.0912
20-11-1997,39.003,146.99,0,18.6,34.248,1975,2269.2,8.1474,8.05
20-11-1997,39.003,146.99,10,18.647,34.205,1970,2265.9,8.1504,8.054
23-11-1997,49.995,169.99,8,5.668,32.795,2059.2,2223,8.1001,7.8078
25-11-1997,32.015,144.99,0,22.75,34.569,1949,2266.7,8.1202,8.086
25-11-1997,32.015,144.99,10,22.874,34.568,1957,2278.2,8.1219,8.09
26-11-1997,44.789,170.16,10,7.585,32.805,2056.6,2222,8.0739,7.8118
28-11-1997,39.326,170,8,15.07,34.165,2003.9,2253,8.1221,7.9718
29-11-1997,34.999,170,10,19.547,34.375,1965.7,2274,8.1544,8.0718
04-12-1997,-53.028,-174.72,4,8.546,34.428,2100.2,2285.5,8.1059,7.8566
04-12-1997,-53.028,-174.72,7,8.295,34.405,2092.2,2285,8.1159,7.8626
04-12-1997,-53.028,-174.72,6,8.446,34.423,2094.8,2289.9,8.1012,7.8506
06-12-1997,-56.844,-170.16,4,5.034,33.987,2112.2,2279.2,8.0977,7.7955
06-12-1997,-56.844,-170.16,5,5.252,34.038,2114.2,2281.2,8.0722,7.7746
08-12-1997,-58.5,-170,6,4.743,34.003,2100.2,2291.6,8.0993,7.7926
08-12-1997,19.985,134.99,9,27.077,34.626,1928,2274.8,8.0992,8.131
08-12-1997,19.985,134.99,0,26.89,34.632,1929,2276,8.1023,8.131
09-12-1997,18.018,134.98,10,27.786,34.511,1915,2266.3,8.0984,8.141
09-12-1997,18.018,134.98,0,27.8,34.517,1918,2265.4,8.0926,8.135
09-12-1997,-60.231,-170.06,5,3.7,33.976,2107.3,2299.5,8.134,7.8096
10-12-1997,15.992,134.99,9,28.079,34.338,1902,2248,8.091,8.138
10-12-1997,15.992,134.99,0,28.58,34.36,1899,2242,8.0798,8.134
11-12-1997,14.005,134.99,10,28.426,34.165,1895,2241.3,8.0898,8.142
11-12-1997,14.005,134.99,0,28.38,34.169,1897,2241.5,8.0878,8.139
11-12-1997,-60.916,-169.25,5,1.763,33.796,2118.6,2278,8.1464,7.7916
12-12-1997,12.005,135,0,28.61,34.26,1901,2241.9,8.0774,8.132
12-12-1997,12.005,135,10,28.743,34.254,,,8.077,8.134
13-12-1997,-61.667,-168.83,7,0.571,33.653,2128.3,2275.9,8.1532,7.7796
13-12-1997,-61.667,-168.83,4,0.748,33.697,2131.2,2277.8,8.1536,7.7826
13-12-1997,-61.667,-168.83,6,0.699,33.611,2105.4,2268.6,8.1639,7.7917
15-12-1997,12.002,129.99,9,28.175,34.005,1895,2235,8.0866,8.135
16-12-1997,-64.153,-169.19,6,-0.83,33.21,2087.7,2250,8.1929,7.795
17-12-1997,-64.743,-169.49,7,-0.804,33.228,2085.7,2251.8,8.1886,7.7915
17-12-1997,20.003,129.97,10,25.765,34.738,1937,2274.6,8.1031,8.115
17-12-1997,20.003,129.97,0,25.69,34.743,1938,2275.7,8.1045,8.115
17-12-1997,-64.743,-169.49,3,-0.329,33.424,2104.6,2260,8.1522,7.7645
18-12-1997,22.005,129.99,10,25.426,34.693,1934,2279.3,8.1202,8.127
18-12-1997,22.005,129.99,0,25.28,34.696,1933,2274.7,8.1177,8.122
19-12-1997,-63.089,-169.88,7,0.437,33.72,2127.5,2299.4,8.1841,7.8066
20-12-1997,24.007,130,10,24.906,34.689,1934,2272.9,8.1191,8.118
20-12-1997,24.007,130,0,24.71,34.696,1936,2275.2,8.1224,8.118
21-12-1997,26.017,129.99,0,24.93,34.772,1940,2285.3,8.1261,8.125
21-12-1997,-62.4,-169.83,5,0.293,33.604,2107.8,2266.6,8.1831,7.8036
21-12-1997,-62.4,-169.83,7,0.328,33.613,2110.6,2269.9,8.157,7.7796
21-12-1997,26.017,129.99,9,25.056,34.767,1940,2283.2,8.1208,8.122
23-12-1997,-61.666,-168.83,6,0.71,33.586,2111.6,2301,8.1657,7.7936
23-12-1997,-61.167,-168.83,4,0.427,33.774,2138,2316.5,8.2268,7.8466
24-12-1997,-60.666,-168.82,10,2.758,33.944,2138.3,2319.6,8.1079,7.7706
24-12-1997,-60.917,-168.83,9,1.164,33.797,2139.2,2318.2,8.1264,7.7636
24-12-1997,-61.043,-168.83,5,0.652,33.78,2146.1,2314.9,8.1339,7.7626
27-12-1997,-54.334,-173.33,6,7.117,34.19,2099.7,2278.3,8.1086,7.8376
27-12-1997,-54.334,-173.33,7,7.026,34.181,2101.6,2274.8,8.1392,7.8656
27-12-1997,-54.334,-173.33,7,7.148,34.183,2099,2281.6,8.0945,7.8246
28-12-1997,28.007,130.02,9,24.213,34.752,1943,2279.3,8.1236,8.112
28-12-1997,28.007,130.02,0,23.95,34.764,1950,2286.6,8.127,8.111
29-12-1997,-52.95,-174.73,6,9.48,34.454,2081.5,2282.2,8.1087,7.8736
29-12-1997,-52.95,-174.73,4,8.462,34.345,2084.9,2286.4,8.1093,7.8586
29-12-1997,-52.95,-174.73,7,8.625,34.384,2095.6,2295.4,8.1113,7.8632
02-01-1998,18,130,10,26.115,34.581,1931,2272.1,8.1058,8.123
02-01-1998,18,130,0,26.05,34.585,1932,2269,8.1011,8.117
04-01-1998,16,129.99,10,26.489,34.636,1925,2277.9,8.1171,8.14
04-01-1998,16,129.99,0,26.38,34.642,1931,2285.5,8.12,8.141
05-01-1998,14.003,129.98,0,28.03,34.317,1910,2258.2,8.0941,8.14
05-01-1998,14.003,129.98,10,28.209,34.308,1908,2257.3,8.093,8.142
07-01-1998,21.997,135,10,26.133,34.659,1934,2277.6,8.1075,8.125
08-01-1998,24,135.01,10,23.726,34.767,1949,2287.6,8.133,8.114
11-01-1998,25,137,0,22.65,34.802,1958,2283.4,8.1287,8.093
11-01-1998,25,137,10,22.754,34.794,1958,2284,8.1278,8.094
13-01-1998,26.005,134.99,10,23.017,34.836,1959,2288.9,8.1288,8.099
14-01-1998,28.008,135,10,21.574,34.777,1962,2284.9,8.1408,8.089
04-06-1998,44.049,154.91,10,5.23,32.933,2092.4,2232.7,8.0434,7.7475
04-06-1998,44.049,154.91,0,5.44,32.948,2089.3,2233.1,8.0495,7.756
07-06-1998,39.455,154.85,10,12.97,34.171,2037.9,2261.3,8.1014,7.9196
10-06-1998,36.753,154.89,10,20.62,34.446,1966.9,2268.4,8.1263,8.0601
26-06-1998,44,155,0,10.696,33.139,2037.1,2230.5,8.087,7.871
26-06-1998,44,155,10,10.928,33.358,2029.9,2240.2,8.1233,7.91
29-06-1998,39.5,155,0,13.5,33.477,2023.9,2234.3,8.0774,7.904
29-06-1998,39.5,155,9,13.228,33.502,2031.1,2239.6,8.0762,7.899
30-06-1998,37.3,155,0,20.4,34.263,1968.6,2256,8.1308,8.061
30-06-1998,37.3,155,10,20.74,34.262,1965.8,2255.7,8.1243,8.06
01-07-1998,35.7,155,0,23.4,34.361,1950,2258.3,8.1042,8.08
01-07-1998,35.7,155,10,23.049,34.337,1936.9,2259,8.1112,8.082
21-07-1998,44,155,10,12.826,32.593,1999.3,2210.4,8.1038,7.92
21-07-1998,44,155,0,12.914,32.549,2007.2,2216.5,8.0987,7.916
21-07-1998,44,155,10,12.826,32.592,2002.2,2215,8.1068,7.923
24-07-1998,50.001,165,10,8.91,32.846,2053.8,2230.7,8.0793,7.837
25-07-1998,49.458,167.1,9,9.22,32.845,2048.5,2208.4,8.0358,7.8
31-07-1998,48,173.44,10,9.05,32.702,2039.2,2199,8.0405,7.802
01-08-1998,47.498,175.5,10,9.31,32.792,2049,2213.7,8.0459,7.811
02-08-1998,46,175.5,10,10.1,32.85,2044.5,2213,8.043,7.82
05-08-1998,43.088,175.49,10,16.25,33.322,1997.8,2223.5,8.0715,7.94
06-08-1998,41.504,175.5,9,17.13,33.355,2009.3,2230.6,8.0469,7.929
07-08-1998,40.09,175.56,10,21.51,34.081,1977.2,2253.4,8.0753,8.023
09-08-1998,43.001,170,10,17.58,32.771,1991.8,2211.5,8.046,7.935
10-08-1998,46.064,170.07,10,13.45,32.615,2031.1,2215.7,8.0315,7.859
10-08-1998,44.503,170,10,14.77,32.753,2011.5,2206.2,8.0349,7.882
13-08-1998,44,155,0,14.206,32.694,1980.3,2215.5,8.1319,7.968
19-08-1998,44.008,155.11,0,13.53,32.713,1969,2234,8.1395,7.965
19-08-1998,44.008,155.11,10,13.815,32.732,1977,2223,8.1571,7.987
26-08-1998,39.021,147.01,10,22.021,32.91,1926,2219,8.1038,8.059
08-09-1998,32.997,141,9,29.092,34.321,1913,2257,8.0817,8.144
08-09-1998,32.997,141,0,28.89,34.335,1911,2258,8.0811,8.14
10-09-1998,29.999,139.99,10,26.086,34.489,1938,2269,8.0862,8.103
12-09-1998,27,140.01,10,28.95,34.76,1934,2289,8.0739,8.134
12-09-1998,27,140.01,0,28.95,34.775,1936,2283,8.0703,8.13
21-09-1998,15,140,0,29.59,34.461,1911,2271,8.0765,8.146
21-09-1998,15,140,10,29.841,34.511,1923,2274,8.0694,8.143
22-09-1998,11.999,140,10,29.842,34.755,1929,2280,8.0714,8.145
23-09-1998,10.005,141,10,29.91,34.517,1913,2266,8.0744,8.149
23-09-1998,10.005,141,0,29.82,34.48,1914,2257,8.0711,8.144
25-09-1998,9.9995,147,10,29.534,34.551,1917,2267,8.0761,8.145
25-09-1998,9.9995,147,0,29.42,34.545,1918,2266,8.0801,8.147
27-09-1998,15.001,147,0,30,34.674,1925,2277,8.0694,8.145
27-09-1998,15.001,147,10,29.579,34.656,1925,2276,8.0764,8.146
29-09-1998,17.993,147,10,29.207,34.569,1914,2270,8.0968,8.161
08-10-1998,44,155,0,13.289,32.576,1997.4,2205.5,8.0917,7.9148
08-10-1998,21.003,140,10,29.613,34.415,1902,2268,8.0878,8.158
08-10-1998,21.003,140,0,29.95,34.407,1904,2259,8.0791,8.154
08-10-1998,44,155,9,13.035,32.59,2004.8,2204.4,8.0766,7.8967
10-10-1998,24.003,140,10,28.788,34.596,1929,2274,8.0744,8.132
11-10-1998,24.993,136.98,0,28.64,34.517,1920,2273,8.0859,8.141
14-10-1998,44,155,9,11.347,32.523,1993,2196.3,8.1137,7.9073
09-11-1998,44,155,9,8.7511,32.602,2015.5,2203.3,8.1152,7.8692
09-11-1998,44,155,0,8.7502,32.611,2019.7,2201.1,8.1007,7.8549
19-11-1998,40,145,9,15.877,33.849,1989.7,2240.2,8.1182,7.9803
20-11-1998,37,145,10,16.439,33.932,1993.3,2248.9,8.1171,7.9877
25-11-1998,35,145,9,19.574,34.127,1955,2258.3,8.1511,8.0688
29-11-1998,40,150,9,13.452,33.314,1999.9,2232.7,8.1285,7.9535
30-11-1998,38,155,9,17.566,34.452,1996.6,2267.3,8.1185,8.0061
30-11-1998,40,155,10,14.656,33.892,2003.3,2254.4,8.1353,7.9785
03-12-1998,35,160,8,22.12,34.531,1958.5,2271,8.1206,8.0771
03-12-1998,38,160,9,17.63,34.237,1990.2,2266.1,8.1298,8.0182
05-12-1998,40,165,10,12.437,33.388,2008.3,2234.4,8.1287,7.9383
11-12-1998,44,155,10,5.1676,32.734,2040.5,2222.6,8.1539,7.8516
31-12-1998,4.0559,135.02,0,29.4,34.147,,,8.0541,8.1205
01-01-1999,5.0207,140.04,0,29.7,34.428,,,8.0463,8.1172
03-01-1999,0.0055,145,0,29.7,34.295,1904.2,2241.2,8.0543,8.1253
05-01-1999,-0.0001,147.89,0,29.6,34.238,1902.1,2237.3,8.0544,8.1238
06-01-1999,-0.0011,153.26,0,30.1,34.442,1897.6,2240,8.0553,8.1323
07-01-1999,0.0025,160,0,28.9,35.097,1963.6,2287.2,8.0268,8.0855
08-01-1999,-0.0001,163.6,0,28.5,35.145,1969.9,2295.6,8.0341,8.0868
08-01-1999,-0.0001,163.6,10,28.409,35.241,1969.8,2296.7,8.0358,8.0875
09-01-1999,-0.0049,168.93,0,27.5,35.249,1990.5,2295.3,8.0134,8.0509
09-01-1999,-0.0049,168.93,10,27.337,35.202,1990.4,2295.3,8.0162,8.0517
11-01-1999,0.0012,174.99,0,26.5,35.144,2005.1,2297.9,8.0085,8.031
12-01-1999,-0.0009,178.8,0,26.1,35.085,2003.6,2291.7,8.0081,8.0246
13-01-1999,0.0012,-176.29,10,25.726,35.06,2009.1,2292,8.0046,8.0158
13-01-1999,0.0012,-176.29,0,25.9,35.078,2008.7,2291.7,8.0024,8.0159
15-01-1999,0.0035,-170.08,0,25.1,35.17,,,7.989,7.9905
15-01-1999,0.0035,-170.08,10,24.772,35.162,2030.1,2299.7,7.9927,7.9896
09-05-1999,40.014,147.87,9,5.467,33.104,2037.2,2248.1,8.2277,7.927
09-05-1999,40.014,147.87,3,5.483,33.104,2032.3,,8.2223,7.922
10-05-1999,43.984,155,10,7.545,33.69,2087.1,2262.5,8.0614,7.799
10-05-1999,43.984,155,4,7.5554,33.685,2090,2256.1,8.0624,7.8
11-05-1999,43.993,154.99,5,7.9565,33.739,2090.8,2260.9,8.0739,7.817
12-05-1999,44.004,154.5,4,4.3022,32.971,2097.2,2223.2,8.043,7.733
14-05-1999,44.658,155.83,10,2.62,32.891,2030.6,2240.1,8.246,7.9
14-05-1999,44.658,155.83,4,2.622,32.889,2024.8,2240.7,8.2472,7.901
15-05-1999,44.78,156.03,4,2.74,33.02,2120.5,2236.2,8.0111,7.68
17-05-1999,49.998,165,5,2.714,33.085,2125.7,2239.9,7.9878,7.658
17-05-1999,49.998,165,10,2.688,33.086,2131.3,2238.1,7.988,7.658
20-05-1999,40.001,165,10,12.863,34.327,2047.1,2270.3,8.1045,7.921
20-05-1999,40.001,165,5,12.867,34.326,2044.3,2272.8,8.1035,7.92
23-05-1999,44.007,154.98,9,5.1227,33.101,2102.8,2245.8,8.0448,7.747
23-05-1999,44.007,154.98,2,5.1533,33.112,2096.6,2244.2,8.0456,7.748
26-05-1999,44.077,154.96,0,5.8,33.188,2091.3,2241.9,8.0576,7.769
26-05-1999,44.077,154.96,10,5.7644,33.195,2079.4,2239,8.081,7.791
27-05-1999,45.063,156.63,10,3.23,32.912,2100,2227.8,7.9911,7.669
27-05-1999,45.063,156.63,0,3.6,32.915,2168.8,2279.6,7.9814,7.665
27-05-1999,46.072,158.33,10,3.2045,32.916,2101.2,2228.6,8.0394,7.7135
27-05-1999,44.258,156.17,6,2.982,32.886,2057.3,2239.5,8.2234,7.884
27-05-1999,44.222,156.23,10,3.032,32.889,2056.1,2240.7,8.2131,7.875
27-05-1999,44.222,156.23,5,3.043,32.867,2055.9,2243.4,8.2194,7.881
27-05-1999,44.517,156.2,5,3.411,32.967,2103.4,2237.3,8.0807,7.755
27-05-1999,44.258,156.17,8,2.952,32.887,2057.1,2236.4,8.2217,7.882
28-05-1999,47.004,160.01,0,2,32.999,2084,2243.2,8.144,7.793
29-05-1999,47.007,162.26,10,3.6399,32.923,2088.5,2241,7.9803,7.665
29-05-1999,47.007,162.26,0,3.6,32.923,2129.1,2239.3,7.9835,7.667
29-05-1999,47.006,164.96,0,3.8,32.986,,,8.0308,7.714
30-05-1999,46.992,166.76,10,3.4976,32.965,2098.8,2239.9,8.0709,7.7473
30-05-1999,47.004,168.38,0,3.7,33.105,2113.2,2244.7,8.04,7.721
30-05-1999,46.991,169.1,10,3.7152,32.991,2084.1,2236.7,8.0981,7.7761
31-05-1999,46.999,169.58,9,3.7833,33.04,2110.9,2250,8.0591,7.7404
31-05-1999,46.998,170,9,3.6595,33.044,2106.9,2245.1,8.0588,7.7382
01-06-1999,46.999,171.62,0,3.9,33.014,2107.8,2226.8,8.0036,7.69
01-06-1999,47.01,173.84,0,5.4,33.065,2098.4,2239.5,8.0416,7.748
02-06-1999,47.004,176.11,10,5.1177,33.055,2076.8,2237.9,8.0974,7.7968
02-06-1999,47.004,176.11,0,5.3,33.054,2075.1,2241.2,8.107,7.8083
03-06-1999,46.998,179,10,5.0463,33.021,2077.8,2224.1,8.0468,7.748
03-06-1999,46.998,-179.43,0,5,32.964,2078,2225.8,8.0675,7.7664
04-06-1999,47.004,-177.21,0,5.5,32.936,2074.9,2216.6,8.0449,7.7527
04-06-1999,47.004,-177.21,10,5.3871,32.932,2071,2216.8,8.0573,7.763
04-06-1999,46.994,-174.95,0,5.4,32.922,2097.8,2230.7,8.0214,7.729
04-06-1999,46.994,-174.95,10,5.2731,32.922,2070.4,2228.8,8.0904,7.7926
05-06-1999,47.006,-170.43,0,6.1,32.839,2062.1,2194.8,8.0155,7.734
05-06-1999,47,-172.71,10,5.6651,32.872,2062.7,2222.6,8.0349,7.746
