date,latitude,longitude,depth_m,temperature_C,salinity,dissolved_inorganic_carbon,alkalinity,pH_insitu,pH_25C
25-08-1973,34.175,-127.9,1,17.6,33.085,1969.7,2209.4,8.085,7.9733
30-08-1973,33.1,-139.57,7,21.751,34.646,1987.7,2287.4,8.1005,8.0515
05-09-1973,31.378,-150.03,2,23.56,34.881,1987.7,2294.4,8.0804,8.0587
08-09-1973,22.16,-153.84,10,25.5,35.173,1970.7,2347.4,8.1491,8.157
18-09-1973,30,-159.84,7,25.241,35.471,1957.7,2325.4,8.1399,8.1438
25-09-1973,32.025,-177,8,25.759,34.746,1941.7,2277.4,8.0994,8.1112
08-10-1973,53.105,-177.31,5,7.107,33.069,2064.7,2244.4,8.1093,7.8381
14-10-1973,45.228,169.43,5,10.724,32.966,2001.7,2227.4,8.1596,7.942
16-10-1973,40.167,160.5,2,15.865,33.827,1937.7,2249.4,8.228,8.0878
20-10-1973,34.972,151.84,1,22.472,34.523,1910.7,2271.4,8.1932,8.1546
24-10-1973,34.258,141.97,1,23.846,34.505,1903.7,2266.4,8.1764,8.1588
09-11-1973,30.567,170.64,8,24.73,35.055,1921.7,2285.4,8.1536,8.1498
15-11-1973,19.017,169.35,1,27.73,34.938,1896.7,2288.4,8.1511,8.1927
21-11-1973,14.108,-178.63,4,27.22,34.632,1890.7,2281.4,8.1624,8.1964
26-11-1973,18.217,-169.13,4,26.541,34.656,1913.7,2278.4,8.1339,8.1575
06-12-1973,16.758,-161.33,3,25.85,34.262,1901.7,2233.4,8.1053,8.1183
08-12-1973,12.503,-165.43,3,26.41,34.203,1990.7,2225.4,7.9265,7.9474
10-12-1973,8.197,-167.07,9,27.11,34.894,1920.7,2267.4,8.0959,8.1281
15-12-1973,3.385,-177.18,3,27.42,35.076,1943.7,2301.4,8.1002,8.137
17-12-1973,4.562,179,4,27.18,35.123,1965.7,2307.4,8.0773,8.1104
21-12-1973,0,179,10,25.862,35.196,1979.7,2321.4,8.0934,8.1068
24-12-1973,-4.567,179,4,27.717,35.646,1986.7,2341.4,8.0772,8.1184
26-12-1973,-8.483,-178.1,1,28.57,34.486,1881.7,2267.4,8.139,8.1934
05-01-1974,-10.175,-169.97,6,28.33,34.771,1891.7,2292.4,8.1561,8.2072
10-01-1974,-16.697,-167.06,2,28.6,34.64,1900.7,2291.4,8.1395,8.1945
14-01-1974,-17.775,-164.99,5,28.433,35.219,1935.7,2328.4,8.1308,8.1832
16-01-1974,-19.255,-171.41,5,28.34,34.931,1909.7,2294.4,8.1304,8.1814
17-01-1974,-20.508,-172.81,5,27.91,35.409,1911.7,2320.4,8.1609,8.2055
18-01-1974,-23.963,-174.52,6,27.26,35.418,1933.7,2320.4,8.139,8.1736
22-01-1974,-29.952,-175.73,6,23.74,35.527,1985.7,2349.4,8.152,8.133
26-01-1974,-36.52,-179.6,7,19.812,35.666,2001.7,2336.4,8.1672,8.0883
10-02-1974,-57.517,169.78,3,5.58,33.88,2082.7,2284.4,8.1704,7.8732
14-02-1974,-61.483,169.97,9,2.24,33.963,2121.7,2285.4,8.1333,7.7867
17-02-1974,-66.083,173.67,2,0.3,33.907,2144.7,2288.4,8.1135,7.7378
19-02-1974,-69.3,-173.5,2,-1.07,33.377,2106.7,2261.4,8.1734,7.7728
01-03-1974,-52.583,-178.03,3,11.328,34.419,2022.7,2282.4,8.1923,7.983
21-03-1974,-41.558,-166.83,1,15.32,34.865,2020.7,2308.4,8.1723,8.0245
23-03-1974,-38.38,-170.07,2,18.21,34.93,2004.7,2290.4,8.1257,8.0227
26-03-1974,-35.667,-166.78,1,20.34,35.314,1985.7,2315.4,8.1589,8.0879
19-04-1974,-18.862,-126.6,2,25.45,36.545,2022.7,2402.4,8.1279,8.1348
20-04-1974,-23.633,-127.15,3,25.94,36.557,2020.7,2408.4,8.1309,8.1453
23-04-1974,-28.5,-127.78,10,23.14,35.671,1984.7,2336.4,8.1425,8.1145
24-04-1974,-33.343,-128.4,2,19.65,34.648,2009.7,2288.4,8.0954,8.0146
27-04-1974,-38.8,-129.37,2,16.8,34.049,1976.7,2254.4,8.1501,8.0254
29-04-1974,-43.008,-129.95,2,12.8,34.202,2037.7,2267.4,8.1156,7.9307
07-05-1974,-23.008,-146.07,6,26.556,35.948,1967.7,2361.4,8.1457,8.1696
20-05-1974,-14.053,-126.26,2,25.737,35.628,2008.7,2339.4,8.0697,8.0809
21-05-1974,-9.28,-125.54,5,26.34,35.288,1996.7,2310.4,8.0415,8.0618
23-05-1974,-4.633,-125.13,10,26.428,35.137,1987.7,2307.4,8.0522,8.0741
27-05-1974,0.063,-124.57,4,24.885,35.182,2009.7,2300.4,8.0276,8.026
29-05-1974,4.847,-124.08,1,27.01,34.604,1942.7,2264.4,8.0611,8.0915
01-06-1974,10.477,-123.64,0,26.81,34.226,1893.7,2242.4,8.1167,8.1442
08-06-1991,34.598,-134.96,1.2907,15.915,33.068,1989.4,2233.9,8.1168,7.9792
09-06-1991,33.065,-135,1.4894,17.24,33.682,2003,2251,8.093,7.9758
11-06-1991,30.033,-134.95,1.3905,18.452,34.669,2024.3,2305.2,8.115,8.0158
12-06-1991,28.498,-135,1.5893,18.462,34.633,2022.5,2299,8.1083,8.0093
13-06-1991,27,-135,1.1921,19.829,35.076,2015.3,2320.4,8.1285,8.05
14-06-1991,25.498,-135,0.89418,20.504,35.087,2010.5,2319.6,8.1248,8.0566
15-06-1991,23.998,-135,0.59618,21.359,34.911,1992.9,2307,8.1244,8.0691
16-06-1991,22.498,-135,0.99374,21.658,34.876,1982.4,2302.2,8.1303,8.0796
17-06-1991,21.008,-135,0.19877,21.496,34.902,1994.2,2303.2,8.1144,8.0613
18-06-1991,19.5,-135,0.39757,22.444,34.739,1978.7,2291.9,8.111,8.0722
19-06-1991,18,-135.01,0.1988,24.429,34.501,1949.8,2275.9,8.1075,8.0988
20-06-1991,16.5,-135,0.89467,25.257,34.499,1947,2247.9,8.0575,8.0614
20-06-1991,15,-135.01,0.19883,25.454,34.569,1951.7,2280.8,8.0953,8.1022
22-06-1991,12,-135,0.19886,27.936,34.028,1900,2218.5,8.0577,8.102
22-06-1991,13.502,-135,0.19884,25.942,34.521,1947.8,2239.2,8.032,8.0462
23-06-1991,10.5,-135,0.19887,28.091,33.655,1891.1,2227,8.0874,8.1341
24-06-1991,8.995,-135,0.19888,28.42,33.809,1888.9,2223.5,8.0788,8.1305
26-06-1991,6.0017,-135,0.19889,28.802,34.248,1917.8,2244,8.0502,8.1076
27-06-1991,4.4983,-135,0.19889,28.323,34.639,1965.5,2277.6,8.0236,8.0736
28-06-1991,3.0333,-135.01,0.1989,28.356,34.635,1958.1,2272.5,8.0279,8.0783
29-06-1991,2,-134.99,0.1989,27.55,34.865,2000.2,2286.1,7.9864,8.0245
30-06-1991,0.99,-135,0.1989,27.28,35.043,1999.3,2299.9,8.0112,8.0454
01-07-1991,0.0033,-135.16,0.1989,27.431,35.346,2019.9,2319.7,8.0006,8.037
03-07-1991,-0.9933,-135,0.1989,27.439,35.356,2017.6,2321.5,8.0069,8.0435
04-07-1991,-1.9733,-135,0.1989,27.729,35.374,2012.7,2295.3,7.9701,8.0108
05-07-1991,-2.9983,-135,0.29835,27.785,35.307,2009.2,2318.9,8.0123,8.0542
05-07-1991,-3.9933,-135,0.1989,27.719,35.268,2008.1,2324.1,8.0234,8.0643
21-07-1991,-6.005,-135,0.99445,27.476,35.172,1998.6,2321.8,8.0403,8.0776
22-07-1991,-6.5117,-135.01,0.39777,27.461,35.241,2002.6,2323.6,8.0359,8.0729
23-07-1991,-9.5217,-135,0.19887,27.659,35.535,1997.7,2345.4,8.0681,8.1083
23-07-1991,-8.0083,-134.99,0.19888,27.822,35.243,1989.8,2326.1,8.0547,8.0973
23-07-1991,-8.5133,-134.98,0.19888,27.686,35.307,1988.1,2326.5,8.0591,8.0997
23-07-1991,-9.01,-135.01,0.29831,27.607,35.616,1996.8,2350.7,8.0765,8.1159
24-07-1991,-10.055,-134.96,0.19887,27.402,35.79,2003.3,2358.8,8.0786,8.115
26-07-1991,-12.933,-134.38,1.889,26.825,36.26,2019.1,2397.3,8.1091,8.1369
26-07-1991,-13.922,-134.18,1.5907,27.125,36.404,2021.6,2409.6,8.1152,8.1475
28-07-1991,-15.89,-133.79,2.6841,26.515,36.54,2029,2410.5,8.1132,8.1363
28-07-1991,-16.365,-133.66,1.69,26.563,36.535,2025.4,2411.9,8.1196,8.1434
29-07-1991,-16.868,-133.57,2.684,26.245,36.597,2034,2410.1,8.1088,8.1278
29-07-1991,-17.348,-133.47,3.0815,26.035,36.576,2035.7,2418.9,8.1211,8.1369
29-07-1991,-17.832,-133.36,1.988,25.767,36.48,2029,2409.4,8.124,8.1357
29-07-1991,-18.335,-133.25,0.89459,25.611,36.503,2031.1,2407.4,8.1204,8.1298
29-07-1991,-18.817,-133.15,1.3915,25.855,36.479,2031.6,2400.6,8.1074,8.1204
30-07-1991,-20.282,-132.83,2.7828,25.183,36.42,2031.2,2405.8,8.1256,8.1285
30-07-1991,-19.81,-132.95,1.789,25.358,36.44,2031.4,2407.4,8.1246,8.1301
31-07-1991,-21.768,-132.53,2.4844,24.281,36.227,2025.1,2385.7,8.1242,8.1134
31-07-1991,-20.79,-132.73,1.8883,24.929,36.358,2027.5,2386.8,8.1106,8.1096
31-07-1991,-21.262,-132.63,2.3851,24.887,36.394,2031.1,2401.1,8.1245,8.1229
01-08-1991,-22.753,-132.3,1.7887,23.422,35.955,2012.5,2366.8,8.1342,8.1102
01-08-1991,-23.252,-132.44,3.9747,24.111,36.201,2024.1,2389.1,8.1332,8.1198
01-08-1991,-23.74,-132.56,3.9746,23.396,36.004,2012.4,2370.6,8.1393,8.1151
02-08-1991,-24.212,-132.68,4.0738,22.082,35.691,2006,2350.5,8.1455,8.1012
02-08-1991,-24.713,-132.81,2.1859,22.452,35.798,2006.4,2352.8,8.1411,8.1024
02-08-1991,-25.683,-133.05,2.5831,21.562,35.654,2005.4,2349.3,8.1532,8.1009
03-08-1991,-26.105,-133.08,4.57,20.995,35.615,1971.2,2289.7,8.1311,8.0704
03-08-1991,-26.643,-133.29,7.5501,20.626,35.581,2005.3,2340.1,8.1555,8.0891
04-08-1991,-27.132,-133.43,4.073,19.55,35.507,2011.2,2332.7,8.1528,8.0699
04-08-1991,-27.627,-133.53,3.7748,19.23,35.51,2018.3,2329.7,8.1415,8.0538
05-08-1991,-28.102,-133.68,2.7813,19.591,35.544,2012.6,2335.6,8.1537,8.0713
05-08-1991,-28.597,-133.81,5.7611,18.966,35.453,2015.6,2329.1,8.1497,8.058
05-08-1991,-29.077,-133.93,2.8805,18.662,35.412,2016.1,2330.2,8.1558,8.0593
05-08-1991,-29.56,-134.07,3.4763,18.164,35.403,2022.2,2326.2,8.1473,8.0433
06-08-1991,-31.02,-134.48,2.5821,16.919,35.182,2027,2311.9,8.1384,8.0156
06-08-1991,-30.045,-134.2,2.8802,17.683,35.355,2023.9,2326.3,8.1526,8.0412
07-08-1991,-31.51,-134.62,2.7806,16.808,35.17,2024.1,2305.6,8.1352,8.0107
07-08-1991,-32.473,-134.85,4.667,16.797,35.229,2024.9,2310.3,8.1408,8.0161
08-08-1991,-33.015,-135.03,8.0427,16.48,35.199,2033.2,2319.3,8.1459,8.0164
12-08-1991,-37.513,-150.52,4.1687,13.384,34.746,2042.9,2290,8.1319,7.9554
12-08-1991,-37.015,-150.5,2.5808,13.412,34.772,2045.4,2297.9,8.1403,7.964
13-08-1991,-36.508,-150.5,3.772,13.681,34.776,2045.4,2301.3,8.1421,7.9699
13-08-1991,-36.003,-150.5,2.4817,14.117,34.901,2045,2304.7,8.1404,7.9749
13-08-1991,-35.485,-150.51,6.6512,14.298,34.918,2043,2304.5,8.1407,7.978
14-08-1991,-34.997,-150.5,4.4675,14.958,35.081,2044.1,2315.5,8.1452,7.9924
14-08-1991,-34.488,-150.51,1.8864,15.023,35.092,2043.4,2312.6,8.1404,7.9886
15-08-1991,-34.008,-150.52,2.9786,15.054,35.091,2045.5,2319.5,8.1476,7.9962
15-08-1991,-33.495,-150.52,4.0709,15.129,35.104,2040.7,2316.1,8.1494,7.9992
16-08-1991,-33,-150.5,3.7732,15.938,35.25,2039,2320.7,8.1457,8.0078
16-08-1991,-32.498,-150.5,1.986,16.398,35.346,2040.6,2330.9,8.151,8.02
16-08-1991,-31.997,-150.5,3.277,16.519,35.359,2039.6,2332.6,8.1533,8.0242
16-08-1991,-31.505,-150.52,2.7806,16.994,35.4,2033.3,2328.3,8.1496,8.0277
17-08-1991,-30.992,-150.53,2.9793,17.245,35.436,2033.4,2337.9,8.16,8.0418
17-08-1991,-30.013,-150.49,1.2912,18.003,35.532,2031.5,2345.3,8.1617,8.055
17-08-1991,-30.5,-150.51,1.9863,17.371,35.468,2031.2,2332.8,8.1537,8.0375
18-08-1991,-28.497,-150.5,0.79465,19.427,35.584,2017.2,2339.8,8.1545,8.0696
18-08-1991,-29.005,-150.51,6.2575,19.155,35.564,2017.7,2342.6,8.162,8.073
18-08-1991,-29.51,-150.51,2.6817,18.734,35.572,2018.7,2336.7,8.1582,8.0627
19-08-1991,-27.005,-150.48,1.1921,20.099,35.583,2009.5,2348.6,8.1692,8.0944
19-08-1991,-27.502,-150.49,3.4768,19.308,35.571,2018.1,2342.9,8.1594,8.0727
19-08-1991,-28,-150.49,1.3907,18.99,35.571,2020.4,2342.8,8.1605,8.0688
20-08-1991,-25.995,-150.5,1.1922,19.722,35.585,2016.3,2348.4,8.1638,8.0833
20-08-1991,-26.51,-150.5,1.9869,19.898,35.602,2010.6,2344.5,8.1645,8.0867
20-08-1991,-25.5,-150.49,4.7689,20.253,35.603,2012.5,2349.5,8.1629,8.0907
21-08-1991,-23.503,-150.5,2.1861,22.2,35.713,2002.9,2358.7,8.1596,8.1169
21-08-1991,-24.013,-150.49,2.0866,21.987,35.717,2001,2350.5,8.1545,8.1086
21-08-1991,-24.495,-150.49,2.7821,21.888,35.67,2001.3,2352.7,8.1591,8.1117
21-08-1991,-24.978,-150.49,3.0801,21.925,35.697,2001.2,2354.7,8.1612,8.1144
22-08-1991,-22.997,-150.51,1.9874,23.111,35.885,2010.2,2373.2,8.152,8.1233
22-08-1991,-22.503,-150.51,0.79499,23.551,35.924,2005.1,2374.1,8.1537,8.1316
23-08-1991,-21.012,-150.5,0.79506,25.131,36.051,1990.9,2367.4,8.1403,8.1424
23-08-1991,-21.512,-150.51,2.087,24.579,35.965,1996.3,2367.7,8.1422,8.1358
03-09-1991,-14.999,-150.84,6,27.424,36.231,1999.2,2378.7,8.1055,8.1425
04-09-1991,-12.993,-151,5,28.209,36.172,1997.6,2384.5,8.1042,8.1531
06-09-1991,-10.508,-150.99,4,28.556,35.834,1991,2360.7,8.0819,8.1359
07-09-1991,-9.0005,-151,4,28.449,35.792,1988,2357.5,8.0842,8.1366
08-09-1991,-7.0182,-151,5,28.274,35.309,1981.9,2322.8,8.0549,8.1045
10-09-1991,-5.013,-151.01,6,28.199,35.403,1993.5,2330.8,8.0476,8.096
11-09-1991,-3.0072,-151.01,4,27.58,35.421,2008.4,2328.6,8.0296,8.0686
12-09-1991,-1.9977,-150.99,5,27.584,35.426,2010.8,2328.4,8.0252,8.0642
14-09-1991,-1.0067,-151,5,27.915,35.421,2001.1,2330,8.0383,8.0824
15-09-1991,-0.0047,-151,7,27.123,34.884,1987.9,2291.6,8.0218,8.0539
16-09-1991,0.9935,-151,5,27.442,34.836,1975.7,2290.3,8.0362,8.0731
17-09-1991,1.9958,-151,6,27.624,34.744,1962.7,2285.8,8.0494,8.0891
18-09-1991,2.9785,-151,5,27.624,34.755,1963.9,2267.2,8.0194,8.059
20-09-1991,4.996,-151,6,28.901,34.483,1912.3,2264.5,8.0836,8.1429
21-09-1991,6.9595,-151.35,8,28.881,33.934,1874.1,2227.8,8.0998,8.1589
23-09-1991,10.907,-152.11,6,28.419,33.818,1881.6,2219.8,8.0851,8.137
25-09-1991,12.865,-152.5,7,28.269,34.093,1901.8,2242.8,8.0842,8.134
26-09-1991,14.839,-152.89,7,27.863,34.158,1907.5,2245.6,8.0844,8.1279
28-09-1991,16.802,-153.27,7,26.8,34.572,1943,2280.2,8.0878,8.1153
27-02-1992,8.7483,-91.348,1,27.424,34.187,1945,2247,8.0309,8.0673
02-03-1992,11.995,-110.03,3,27.06,33.455,1880.4,2202,8.0864,8.1177
02-03-1992,10.002,-110.05,8,27.72,33.647,1882.1,2209,8.0814,8.1228
03-03-1992,8.0033,-110.1,0,27.772,33.735,1888.2,2214,8.077,8.1189
03-03-1992,6,-109.99,0,27.884,34.349,1921,2261,8.082,8.1257
03-03-1992,6,-109.99,8,27.886,34.349,1921.5,2258,8.0767,8.1206
04-03-1992,5.1183,-109.93,8,27.836,34.453,1937.3,2265,8.0607,8.1038
05-03-1992,4.0117,-109.99,4,27.704,34.449,1940.3,2270,8.0652,8.1061
05-03-1992,4.0117,-109.99,8,27.701,34.448,1939.1,2263,8.0568,8.0978
05-03-1992,2.0767,-110.13,6,27.352,34.476,1953.2,2264,8.04,8.0756
06-03-1992,0.9967,-110.05,1,27.171,34.606,1967.6,2270,8.026,8.0586
06-03-1992,0.495,-110.01,2,27.259,34.734,1976.2,2278,8.0207,8.0547
06-03-1992,0.495,-110.01,10,27.265,34.825,1983.7,2290,8.0248,8.0592
06-03-1992,0.2333,-109.01,0,27.347,34.926,1993.6,2286,7.9996,8.0348
06-03-1992,0.2333,-109.01,7,27.349,34.925,1992.4,2298,8.02,8.0555
06-03-1992,-0.0517,-110.01,3,27.716,34.981,1995,2293,8.0019,8.0427
06-03-1992,0.9967,-110.05,7,27.172,34.61,1967.4,2284,8.0472,8.0802
07-03-1992,-0.255,-110,3,27.712,35.048,1996,2297,8.0056,8.0464
07-03-1992,-0.5,-110,4,27.484,35.098,1999.2,2302,8.0105,8.0479
07-03-1992,-0.5,-110,9,27.488,35.097,1999.1,2309,8.0211,8.0588
08-03-1992,-2.9967,-110.01,1,27.311,35.088,1995.8,2301,8.0176,8.0524
08-03-1992,-4.0017,-110.02,7,27.133,35.181,2005.8,2311,8.0173,8.0495
08-03-1992,-2.0067,-110.01,0,27.38,35.121,1998.7,2307,8.0204,8.0562
08-03-1992,-2.0067,-110.01,7,27.388,35.12,1998.4,2305,8.0176,8.0537
08-03-1992,-4.0017,-110.02,0,27.142,35.18,2005.3,2309,8.0152,8.0473
08-03-1992,-2.9967,-110.01,9,27.317,35.088,1997.6,2304,8.0188,8.0539
10-03-1992,-5.9983,-110.01,8,27.058,35.294,2007.5,2319,8.0262,8.0574
11-03-1992,-8.0167,-109.98,0,27.014,35.371,2010.1,2328,8.0352,8.0655
14-03-1992,-7.9767,-125.04,0,28.034,35.682,2002.8,2349,8.0578,8.1036
14-03-1992,-5.99,-125.02,4,27.881,35.492,2001.4,2332,8.0405,8.0841
15-03-1992,-3.0033,-125.01,0,27.733,34.859,1974.3,2292,8.0363,8.0775
15-03-1992,-3.0033,-125.01,7,27.698,34.86,1974.6,2290,8.0332,8.074
15-03-1992,-4,-125.03,8,27.756,35.148,1988.5,2310,8.0354,8.0772
15-03-1992,-4,-125.03,2,27.756,35.146,1988.4,2311,8.0373,8.0789
15-03-1992,-5.0367,-125.96,10,27.906,35.384,1998.5,2323,8.0329,8.077
15-03-1992,-5.0367,-125.96,1,27.907,35.386,1998.5,2321,8.0303,8.0741
15-03-1992,-66.983,-160.29,9.8014,0.2997,33.883,2164.2,2292.8,8.0711,7.6986
16-03-1992,-0.495,-124.98,8,27.716,34.833,1971.1,2291,8.0405,8.0817
16-03-1992,-0.99,-125.94,3,27.663,34.891,1974.7,2292,8.0363,8.0765
16-03-1992,-0.99,-125.94,10,27.662,34.888,1975.2,2295,8.0397,8.0801
16-03-1992,-0.495,-124.98,0,27.781,34.827,1969.8,2309,8.0679,8.1099
17-03-1992,0.25,-125.01,7,27.883,34.923,1974.8,2296,8.0382,8.0819
17-03-1992,0.25,-125.01,1,27.822,34.925,1974.8,2294,8.0364,8.0789
17-03-1992,0,-125,1,27.776,34.806,1970.4,2287,8.0355,8.0773
17-03-1992,0.4933,-125.01,2,27.964,34.939,1978,2319,8.0648,8.1097
17-03-1992,-0.2517,-125.01,1,27.871,34.859,1971.2,2288,8.0336,8.0768
17-03-1992,-0.2517,-125.01,10,27.765,34.857,1971.4,2291,8.0389,8.0809
17-03-1992,0.4933,-125.01,8,27.666,34.943,1979.4,2296,8.0336,8.074
18-03-1992,2.9933,-125.03,4,27.942,34.778,1967.5,2299,8.0555,8.1
18-03-1992,1.91,-125.16,0,27.99,34.763,1957.4,2286,8.0526,8.0977
18-03-1992,1.91,-125.16,6,27.981,34.774,1959.3,2286,8.0493,8.0945
18-03-1992,2.9933,-125.03,0,27.858,34.778,1967.8,2285,8.036,8.079
18-03-1992,0.9733,-125.01,0,27.898,34.875,1974.4,2292,8.0337,8.0773
18-03-1992,0.9733,-125.01,8,27.805,34.875,1975.6,2290,8.0298,8.0723
19-03-1992,5.12,-125.01,0,27.896,34.587,1944.3,2275,8.0615,8.1053
19-03-1992,3.9967,-125.02,0,28.136,34.562,1938.3,2275,8.0679,8.1153
19-03-1992,3.9967,-125.02,8,28.141,34.561,1938.2,2271,8.062,8.1097
19-03-1992,5.12,-125.01,4,27.911,34.587,1944.4,2276,8.0625,8.1066
20-03-1992,5.9983,-125,3,28.092,34.696,1951.8,2285,8.0594,8.1062
20-03-1992,5.9983,-125,9,28.098,34.696,1952.1,2286,8.0601,8.1072
20-03-1992,8.0017,-125.01,1,27.856,34.506,1928.5,2268,8.0785,8.1217
20-03-1992,8.0017,-125.01,8,27.853,34.5,1929,2266,8.0747,8.1181
21-03-1992,11.99,-125.04,6,26.787,34.158,1911.4,2244,8.0921,8.1194
21-03-1992,11.99,-125.04,0,26.783,34.159,1911.2,2244,8.0927,8.1197
21-03-1992,9.9983,-125.04,10,27.329,34.31,1918.4,2253,8.0834,8.119
21-03-1992,9.9983,-125.04,0,27.373,34.311,1918.2,2256,8.0877,8.1236
23-03-1992,14.59,-135.11,3,23.589,34.09,1929.5,2245,8.1132,8.0919
23-03-1992,14.59,-135.11,3,23.594,34.097,1932,2250,8.1164,8.0952
23-03-1992,14.59,-135.11,3,23.596,34.093,1926.6,2242,8.1134,8.0922
26-03-1992,-66.162,171.05,6.5347,0.0543,33.837,2148.5,2292.2,8.1175,7.738
26-03-1992,-65.879,169.99,9.9011,0.1217,33.744,2139.3,2285.5,8.1249,7.7462
27-03-1992,-65.327,167.99,8.4163,-0.1736,33.712,2138.7,2285.9,8.1329,7.7491
27-03-1992,-65.59,168.98,8.9112,-0.247,33.731,2137.9,2283.7,8.1304,7.7456
28-03-1992,-65.771,165.88,7.624,-1.0173,33.817,2150.5,2286.2,8.1141,7.7185
29-03-1992,-66.395,162.9,5.8415,-1.6426,33.694,2146.7,2286.3,8.136,7.729
29-03-1992,-66.419,162.69,9.1087,-1.5044,33.785,2154.1,2291.2,8.1251,7.7211
29-03-1992,-66.022,164.8,9.406,-1.0523,33.866,2159.5,2291.8,8.104,7.7086
29-03-1992,-66.25,163.72,7.4257,-1.3625,33.899,2162.3,2300.5,8.1235,7.7217
29-03-1992,-66.4,162.74,6.4356,-1.5198,33.751,2153.6,2290.3,8.125,7.7207
05-04-1992,6,-170.02,9,27.964,34.222,1902.2,2251,8.0981,8.1433
05-04-1992,7.9933,-170.02,4,27.305,34.203,1906.7,2272,8.1304,8.1656
05-04-1992,7.9933,-170.02,10,27.311,34.202,1907.9,2262,8.1146,8.15
07-04-1992,1.0033,-170.03,9,29.305,34.567,1913.2,2265,8.0757,8.1411
07-04-1992,1.995,-170.04,8,29.221,34.647,1923.1,2283,8.0853,8.1495
07-04-1992,1.995,-170.04,2,29.225,34.648,1917.5,2276,8.0845,8.1485
07-04-1992,3.0083,-170.01,9,29.187,34.66,1925.1,2278,8.0757,8.1393
08-04-1992,-0.0333,-170.09,3,29.455,34.396,1906,2265,8.0869,8.1545
08-04-1992,0.4917,-170.01,10,29.385,34.434,1905.5,2266,8.0894,8.1562
09-04-1992,-0.5083,-170,3,29.261,34.391,1905.5,2267,8.0934,8.1581
10-04-1992,-3.01,-170,10,29.488,34.83,1929,2285,8.0725,8.1407
11-04-1992,-5.0083,-169.98,2,29.124,34.995,1942.6,2382,8.1792,8.2425
12-04-1992,-5.995,-170.02,2,29.864,35.089,1946,2320,8.085,8.1588
12-04-1992,-8.0083,-170.01,3,29.622,35.061,1948.4,2317,8.0814,8.1515
13-04-1992,-10.008,-169.99,3,29.418,35.266,1954.3,2320,8.077,8.144
25-04-1992,-10.005,-140.01,2,29.303,35.695,1971.2,2348,8.085,8.1503
25-04-1992,-10.005,-140.01,9,29.302,35.695,1970.1,2347,8.0851,8.1506
26-04-1992,-6.9917,-140.02,0,29.494,35.566,1979.1,2340,8.0613,8.1293
26-04-1992,-6.9917,-140.02,9,29.403,35.559,1980,2349,8.0731,8.1401
26-04-1992,-6,-140.01,2,29.295,35.37,1977.7,2322,8.0442,8.1091
26-04-1992,-6,-140.01,10,29.291,35.369,1977.8,2319,8.0397,8.1047
26-04-1992,-5.005,-140.01,2,29.098,35.214,1972.6,2316,8.0487,8.1106
26-04-1992,-5.005,-140.01,10,29.022,35.204,1972.5,2316,8.0499,8.1109
28-04-1992,-1.9983,-140.01,0,28.699,34.943,1967.5,2306,8.0522,8.108
28-04-1992,-4.0083,-140.01,2,28.895,34.977,1963.4,2308,8.058,8.1169
28-04-1992,-1.9983,-140.01,9,28.689,34.943,1966.1,2292,8.0342,8.0901
28-04-1992,-4.0083,-140.01,9,28.902,34.978,1963.2,2305,8.0537,8.1129
29-04-1992,-0.01,-140.05,2,28.525,35.034,1974.9,2301,8.0345,8.0876
29-04-1992,-1.0067,-140.03,0,28.795,35.028,1974.3,2315,8.0516,8.1089
29-04-1992,-1.0067,-140.03,9,28.573,35.039,1973.7,2309,8.0469,8.1011
29-04-1992,-0.01,-140.05,4,28.559,35.095,1984,2316,8.0401,8.0939
29-04-1992,-0.01,-140.05,3,28.552,35.094,1983.9,2316,8.0404,8.0941
29-04-1992,-0.01,-140.05,3,28.583,35.093,1982.3,2307,8.0296,8.0836
29-04-1992,-0.4967,-140,1,28.299,35.019,1979.5,2306,8.0378,8.0875
29-04-1992,-0.01,-140.05,2,28.597,35.095,1984.2,2296,8.0101,8.0642
29-04-1992,-0.2533,-140.01,3,28.465,35.045,1981.4,2308,8.0348,8.0871
29-04-1992,-0.01,-140.05,2,28.591,35.094,1982,2305,8.0271,8.0812
01-05-1992,1,-140.03,4,28.651,34.934,1971.8,2300,8.0374,8.0926
01-05-1992,0.4983,-140,3,28.581,35.027,1979.1,2305,8.0328,8.0869
02-05-1992,2.99,-140.02,7,28.442,34.713,1953.6,2295,8.065,8.1173
02-05-1992,1.995,-140.09,2,28.39,34.6,1948.7,2301,8.0836,8.135
03-05-1992,4.9633,-140,4,28.394,34.61,1942.4,2289,8.0766,8.128
03-05-1992,4.9633,-140,4,28.408,34.611,1941.4,2273,8.0553,8.1068
03-05-1992,4.9633,-140,4,28.406,34.613,1940.6,2267,8.0479,8.0993
03-05-1992,3.995,-140.02,6,28.571,34.655,1946.3,2291,8.0699,8.1241
03-05-1992,4.9633,-140,5,28.398,34.61,1940.6,2283,8.0709,8.1224
03-05-1992,4.9633,-140,4,28.433,34.611,1939.9,2281,8.0686,8.1207
04-05-1992,8,-140.01,7,27.493,34.574,1929.8,2287,8.1074,8.1454
04-05-1992,5.9917,-140.01,8,28.413,34.586,1936.6,2285,8.08,8.1319
09-05-1992,-32.506,-79.997,8,18.512,34.52,2014.2,2256.9,8.0517,7.9544
11-05-1992,-32.5,-83.329,5,19.024,34.788,2022.3,2295.9,8.0929,8.0027
